id,text
155,"@Hafizmaullana fans kpop Knya Kapolda, sereeeem 😣"
156,@rafiradifan_ masnya pengen punya calon ipar kapolda ya? wkwkwk
157,@kapannikahyaanj @AREAJULID Soalnya anak umur 29 tahunnya sibuk ngurusin k pop sampe bawa bawa kapolda kak
158,"@CSBNI___54 Kamu jangan macem2 ya?!! Papa aku tentara, adik aku polisi, calon suami aku kakaknya Kapolda!!! Kamu mau saya bawa ke meja hijau?!!!"
159,@naisyuuu kapolda tau akal akalanmu setan
160,"@AisyahNashihah Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
161,"@heyssaws @jamsembilansore @radioheadpin jangan macem-macem ya sama saya!
saya ini aktivis HAM, ayah saya TENTARA, adek saya polisi, kakaknya calon suami saya itu KAPOLDA, dan dosen saya itu kader GOLKAR.
jangan macem-macem kamu! mau saya bawa ke meja hijau?"
162,"@wingardiyoum kamu papahnya polisi, tugas dimana? coba bilang sama aku, bilang sama aku. adikku juga polisi, dan calon suami saya.. juga. kakaknya polisi, dia kapolda. dimana tugasnya?"
163,"@TongSate @kakapampam Weewww… gatau tetangganya Maguire itu Abang Kakak Iparnya dari pihak Emak, calon Kapolda London?"
164,"“Calon saya… kakanya polisi, Dia Kapolda”

Idihhh… idih si najis, idihh idih najis 🫢"
165,"@deacharis @larascharis @yxhkz Padahal Kapolda rata"" umurnya 50an, masuk akal gk sih punya adek umur sekitar 30an yg belum menikah 😌
Mbaknya Haluuuuuu"
166,"@hfsyh_ @fadilmryansah Ati ati kelen bapaknya tentara, dosennya kader partai, adik iparnya kapolda"
167,"@AlayaNyx Ya tau sii tapi gw pro ke dia karena pola pikirnya itu lo. It's natural for a 19 year old girl and she still likes it like that. 
Tapi lu bayangin ""SAYA 29 TAHUN DAN SAYA AKTIVIS HAM"" perlu kah dia kata kek gitu? Perlu kah dia nyangkut"" in golkar, tentara, kapolda?"
168,@popcornmanis19 calon suami saya kapolda!1!1!!😡
169,"@skipberat Papa saya tentara ,adik saya polis ,calon suami saya juga kakak nya polis dia kapolda saya bisa bilang kalo nurunin pangkat papa kamu atau pindah tugas yang jauh, hati2 nak kalo bertindak keluargamu bisa kena juga

Hmm kenapa setiap liat Twitter apalagi trend ini masih terngiang2"
